"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"PPH, Long, 2025-10-31 (Price: 92.54)",2026-03-16 (Price: 105.23),"13.71%, 4.5 months","85.71%, Past 20 years, 21","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-03-16 (Price: 105.23), 13.71% above",4.5 months,"2, 2024-09-30 (Price: 99.51)",2025-09-30 (Price: 90.36),2025-10-01 (Price: 94.26),167/166/136 days,16.46% above/11.64% above/13.71% above,2024-09-30 (Price: 99.51)/2025-10-31 (Price: 88.7495),20.62%/2.34%/10.59%,"3.25%, 39.01%",4.4 years/5 months/1.4 year,2032-02-11/2026-06-05/2027-10-29,2.32%,2.1%,0.22%,1.05,-0.03,102.7657/102.34/96.72/No Horizontal Resistance/100.0174/110.0139/No EMA 200 Target,82.93/65.915/87.7591/70.617/No F-Track Level/No F-Track Level/88.68,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets),90.84
"RY.TO, Long, 2025-10-31 (Price: 205.47)",2026-03-16 (Price: 224.21),"9.12%, 4.5 months","100.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-03-16 (Price: 224.21), 9.12% above",4.5 months,"0, 2001-08-31 (Price: 26.625)",2025-08-31 (Price: 199.58),2025-10-31 (Price: 205.47),197/136/136 days,12.34% above/9.12% above/9.12% above,2001-08-31 (Price: 26.625)/2025-10-31 (Price: 192.005),16.93%/2.86%/11.22%,"-0.0%, 21.22%",2.5 years/4 months/11.3 months,2029-05-26/2026-04-22/2027-03-06,4.79%,6.63%,-1.84%,1.91,0.39,229.6333/228.5237/312.78/No Horizontal Resistance/221.431/339.4883/No EMA 200 Target,162.1/118.8425/148.4673/103.3737/No F-Track Level/No F-Track Level/179.57,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets),204.86
"XLU, Long, 2025-10-19 (Price: 45.785)",2026-03-16 (Price: 47.26),"3.22%, 4.9 months","89.29%, Past 10 years, 28","Weekly, is CONFIRMED on 2025-10-17",Already confirmed,"2026-03-16 (Price: 47.26), 3.22% above",4.9 months,"2, 2016-04-03 (Price: 24.94)",2025-10-12 (Price: 45.1),2025-10-19 (Price: 45.785),155/148/148 days,4.79% above/3.22% above/3.22% above,2016-04-03 (Price: 24.94)/2025-10-19 (Price: 44.9766),14.1%/1.28%/6.7%,"9.77%, 32.06%",10 months/1.2 month/3.2 months,2026-12-27/2025-12-10/2026-03-07,5.54%,4.82%,0.72%,0.75,0.24,47.6805/48.8526/58.29/No Horizontal Resistance/49.4858/72.2363/No EMA 200 Target,41.74/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/40.73,89.54%/153/4.7 months (Across ALL Assets),76.4%/267/3.7 months (Across ALL Assets),45.13
"ACWX, Long, 2025-09-30 (Price: 65.01)",2026-03-16 (Price: 69.63),"7.11%, 5.6 months","90.91%, Past 20 years, 11","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2026-03-16 (Price: 69.63), 7.11% above",5.6 months,"4, 2010-01-31 (Price: 42.88)",2025-09-30 (Price: 65.01),2025-09-26 (Price: 64.39),167/171/167 days,7.11% above/8.14% above/7.11% above,2010-01-31 (Price: 42.88)/2025-09-30 (Price: 62.8759),15.1%/1.97%/7.67%,"10.07%, 26.55%",3.3 years/4.1 months/1.5 year,2030-06-16/2026-03-25/2027-11-21,1.48%,1.08%,0.4%,0.36,-0.07,70.7049/69.9963/78.29/No Horizontal Resistance/69.6679/76.9985/No EMA 200 Target,52.16/45.07/61.9685/No stop loss/No F-Track Level/No F-Track Level/58.09,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets),62.0
"GDX, Long, 2025-09-30 (Price: 76.4)",2026-03-16 (Price: 94.38),"23.53%, 5.6 months","100.0%, Past 20 years, 11","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2026-03-16 (Price: 94.38), 23.53% above",5.6 months,"2, 2006-09-30 (Price: 42.58)",2025-08-31 (Price: 63.17),2025-09-26 (Price: 74.68),197/171/167 days,49.41% above/26.38% above/23.53% above,2006-09-30 (Price: 42.58)/2025-09-30 (Price: 57.277),64.32%/20.13%/42.14%,"-0.0%, 37.94%",1.5 year/6.1 months/10.4 months,2027-11-21/2026-06-22/2026-12-25,8.21%,3.31%,4.9%,1.9,0.2,96.6842/108.595/96.69/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,33.91/25.645/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/49.26,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets),64.39
"ATZ.TO, Long, 2025-09-30 (Price: 84.18)",2026-02-28 (Price: 120.78),"43.48%, 5 months","100.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2026-03-16 (Price: 115.09), 36.72% above",5.6 months,"0, 2022-01-31 (Price: 60.64)",2025-08-31 (Price: 82.22),2025-09-30 (Price: 84.18),197/167/167 days,39.98% above/36.72% above/36.72% above,2022-01-31 (Price: 60.64)/2025-09-30 (Price: 76.2844),34.18%/9.72%/15.83%,"0%, 27.64%",7.1 months/4.5 months/6.4 months,2026-08-04/2026-04-13/2026-07-05,18.02%,14.67%,3.35%,1.35,0.67,145.7998/97.5057/98.3/No Horizontal Resistance/99.4929/119.4832/No EMA 200 Target,21.57/32.3325/82.0832/66.1919/No F-Track Level/No F-Track Level/65.85,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets),80.71
"GS, Long, 2025-08-31 (Price: 745.25)",2026-02-28 (Price: 859.57),"15.34%, 6 months","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-03-16 (Price: 794.77), 6.64% above",6.6 months,"10, 2003-06-30 (Price: 91.98)",2025-06-30 (Price: 707.75),2025-08-04 (Price: 726.03),259/224/197 days,12.3% above/9.47% above/6.64% above,2003-06-30 (Price: 91.98)/2025-08-31 (Price: 603.5427),53.25%/7.0%/23.74%,"-0.0%, 34.98%",2.5 years/4 months/9.8 months,2029-03-26/2026-02-20/2026-10-30,11.0%,6.57%,4.43%,1.46,0.33,889.903/922.1724/1137.21/No Horizontal Resistance/794.5775/931.1482/No EMA 200 Target,303.61/288.555/634.5288/521.2487/No F-Track Level/No F-Track Level/618.35,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets),710.51
"AMD, Long, 2025-07-31 (Price: 176.31)",2026-02-28 (Price: 200.21),"13.56%, 7.1 months","87.5%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2026-03-16 (Price: 196.58), 11.5% above",7.6 months,"2, 2024-03-31 (Price: 227.3)",2025-05-31 (Price: 110.73),2025-07-10 (Price: 144.16),289/249/228 days,77.53% above/36.36% above/11.5% above,2024-03-31 (Price: 227.3)/2025-07-31 (Price: 100.79),190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,2029-02-23/2026-03-09/2026-11-12,20.96%,6.33%,14.63%,1.29,0.43,338.0392/355.6878/206.9/No Horizontal Resistance/219.0648/251.3512/No EMA 200 Target,97.35/73.114/170.075/140.6278/No F-Track Level/No F-Track Level/123.49,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets),138.77
"PFE, Long, 2025-07-13 (Price: 25.65)",2026-03-08 (Price: 27.05),"5.46%, 7.9 months","73.08%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-07-11",Already confirmed,"2026-03-16 (Price: 26.61), 3.74% above",8.2 months,"2, 2023-06-18 (Price: 40.37)",2025-07-06 (Price: 25.38),2025-07-08 (Price: 25.62),253/251/246 days,4.85% above/3.86% above/3.74% above,2023-06-18 (Price: 40.37)/2025-07-13 (Price: 24.4628),20.77%/1.93%/8.41%,"41.05%, 50.99%",1.2 year/28 days/5.3 months,2027-03-30/2025-08-22/2026-02-28,2.79%,1.76%,1.03%,0.12,0.02,27.1633/27.8072/34.48/55.39/66.4672/73.1352/No EMA 200 Target,21.91/25.244/21.508/20.5265/No F-Track Level/No F-Track Level/No stop loss,89.54%/153/4.7 months (Across ALL Assets),76.4%/267/3.7 months (Across ALL Assets),25.36
"DOL.TO, Long, 2025-05-31 (Price: 176.5)",2026-02-28 (Price: 200.82),"13.78%, 9.1 months","100.0%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2026-03-16 (Price: 198.34), 12.37% above",9.6 months,"2, 2009-12-31 (Price: 4.0117)",2025-05-31 (Price: 176.5),2025-05-20 (Price: 171.48),289/300/289 days,12.37% above/15.66% above/12.37% above,2009-12-31 (Price: 4.0117)/2025-05-31 (Price: 170.4717),24.69%/6.61%/15.78%,"0%, 12.12%",1 year/5 months/9.3 months,2026-11-03/2026-01-03/2026-07-09,8.62%,19.19%,-10.57%,2.59,1.27,209.8938/204.3517/279.99/No Horizontal Resistance/194.1559/294.0831/No EMA 200 Target,39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/147.05,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets),170.49
"NZDCAD=X, Long, 2025-03-16 (Price: 0.8225)",2026-03-08 (Price: 0.8003),"-2.7%, 11.9 months","75.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-03-14",Already confirmed,"2026-03-16 (Price: 0.8007), 2.65% below",1 year,"2, 2024-10-06 (Price: 0.8609)",2025-03-02 (Price: 0.8126),2025-03-11 (Price: 0.8215),379/370/365 days,1.46% below/2.53% below/2.65% below,2024-10-06 (Price: 0.8609)/2025-03-16 (Price: 0.8056),3.66%/1.11%/2.31%,"5.56%, 13.76%",6.8 months/28 days/3.3 months,2026-01-05/2025-04-25/2025-08-06,-1.88%,0.44%,-2.32%,-0.06,-0.48,0.828/0.8415/0.85/0.9289/1.0924/1.3117/0.83,0.81/0.7625/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.54%/153/4.7 months (Across ALL Assets),76.4%/267/3.7 months (Across ALL Assets),0.8205
"UPS, Long, 2025-01-26 (Price: 133.03)",2026-03-15 (Price: 97.21),"-26.93%, 1.1 year","88.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2025-01-24",Already confirmed,"2026-03-16 (Price: 97.4), 26.78% below",1.1 year,"4, 2023-04-23 (Price: 197.8)",2025-01-19 (Price: 129.73),2025-01-26 (Price: 133.03),421/414/414 days,24.92% below/26.78% below/26.78% below,2023-04-23 (Price: 197.8)/2025-01-26 (Price: 128.9032),31.22%/1.77%/9.21%,"12.29%, 27.26%",9.8 months/28 days/4.9 months,2026-03-27/2025-03-07/2025-08-26,6.49%,1.99%,4.5%,0.53,0.06,No Target/145.2821/171.89/221.2667/228.7501/269.293/134.31,123.28/No Horizontal Support/112.825/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.54%/153/4.7 months (Across ALL Assets),76.4%/267/3.7 months (Across ALL Assets),130.42
"AMZN, Long, 2024-12-31 (Price: 219.39)",2026-03-16 (Price: 211.74),"-3.49%, 1.2 year","100.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2024-12-31",Already confirmed,"2026-03-16 (Price: 211.74), 3.49% below",1.2 year,"0, 2020-09-30 (Price: 177.6125)",2024-11-30 (Price: 207.89),2024-12-31 (Price: 219.39),471/440/440 days,1.85% above/3.49% below/3.49% below,2020-09-30 (Price: 177.6125)/2024-12-31 (Price: 203.7639),51.52%/19.23%/30.47%,"-0.0%, 23.74%",1.8 year/6.1 months/11.9 months,2027-07-27/2025-09-22/2026-06-01,15.9%,18.33%,-2.43%,1.69,0.81,276.9141/286.2381/244.46/No Horizontal Resistance/No Target/231.81/No EMA 200 Target,84.0/81.3658/193.0625/132.2674/No F-Track Level/No F-Track Level/189.74,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets),209.96
"SUM.NZ, Long, 2024-11-30 (Price: 12.83)",2026-03-16 (Price: 10.14),"-20.97%, 1.3 year","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-11-30",Already confirmed,"2026-03-16 (Price: 10.14), 20.97% below",1.3 year,"0, 2021-08-31 (Price: 15.69)",2024-09-30 (Price: 11.95),2024-11-08 (Price: 12.55),532/493/471 days,15.15% below/19.2% below/20.97% below,2021-08-31 (Price: 15.69)/2024-11-30 (Price: 10.6566),39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,2027-08-17/2025-07-05/2026-05-05,7.79%,10.92%,-3.13%,0.19,0.59,13.959/15.7103/14.55/No Horizontal Resistance/19.8479/26.5969/No EMA 200 Target,8.14/9.246/11.0645/No stop loss/No F-Track Level/No F-Track Level/11.15,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets),12.4
"UPS, Long, 2024-11-24 (Price: 134.82)",2026-03-15 (Price: 97.21),"-27.9%, 1.3 year","88.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2024-11-22",Already confirmed,"2026-03-16 (Price: 97.4), 27.76% below",1.3 year,"2, 2023-04-23 (Price: 197.8)",2024-11-24 (Price: 134.82),2024-11-22 (Price: 134.82),477/479/477 days,27.76% below/27.76% below/27.76% below,2023-04-23 (Price: 197.8)/2024-11-24 (Price: 132.5397),31.22%/1.77%/9.21%,"12.29%, 27.26%",9.8 months/28 days/4.9 months,2026-01-23/2025-01-03/2025-06-24,6.49%,1.99%,4.5%,0.53,0.06,No Target/147.2369/172.61/221.2667/228.7501/267.7789/138.71,125.82/No Horizontal Support/112.825/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.54%/153/4.7 months (Across ALL Assets),76.4%/267/3.7 months (Across ALL Assets),132.3
"IFT.NZ, Long, 2024-10-31 (Price: 12.6)",2026-03-16 (Price: 10.84),"-13.97%, 1.4 year","100.0%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-10-31",Already confirmed,"2026-03-16 (Price: 10.84), 13.97% below",1.4 year,"0, 2000-09-30 (Price: 0.6179)",2024-09-30 (Price: 12.25),2024-10-21 (Price: 12.47),532/511/501 days,11.51% below/13.07% below/13.97% below,2000-09-30 (Price: 0.6179)/2024-10-31 (Price: 11.7594),20.0%/3.04%/10.14%,"-0.0%, 18.64%",1.3 year/5 months/9.7 months,2026-09-08/2025-06-05/2025-12-26,5.74%,8.41%,-2.67%,1.75,0.5,14.044/13.8776/19.79/No Horizontal Resistance/18.927/29.733/No EMA 200 Target,3.91/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level/11.07,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets),12.315
"SUM.NZ, Long, 2024-10-31 (Price: 12.39)",2026-03-16 (Price: 10.14),"-18.16%, 1.4 year","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-10-31",Already confirmed,"2026-03-16 (Price: 10.14), 18.16% below",1.4 year,"0, 2021-08-31 (Price: 15.69)",2024-09-30 (Price: 11.95),2024-10-31 (Price: 12.39),532/501/501 days,15.15% below/18.16% below/18.16% below,2021-08-31 (Price: 15.69)/2024-10-31 (Price: 10.7856),39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,2027-07-18/2025-06-05/2026-04-05,7.79%,10.92%,-3.13%,0.19,0.59,13.4803/15.1716/14.37/12.63/19.8479/26.5969/No EMA 200 Target,8.14/9.246/11.0645/No stop loss/No F-Track Level/No F-Track Level/10.96,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets),11.89
"SUM.NZ, Long, 2024-09-30 (Price: 11.95)",2026-03-16 (Price: 10.14),"-15.15%, 1.5 year","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2026-03-16 (Price: 10.14), 15.15% below",1.5 year,"0, 2021-08-31 (Price: 15.69)",2024-09-30 (Price: 11.95),2024-09-30 (Price: 11.95),532/532/532 days,15.15% below/15.15% below/15.15% below,2021-08-31 (Price: 15.69)/2024-09-30 (Price: 10.9147),39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,2027-06-17/2025-05-05/2026-03-05,7.79%,10.92%,-3.13%,0.19,0.59,13.0016/14.6328/14.19/12.63/19.8479/26.5969/No EMA 200 Target,8.14/9.246/11.0645/No stop loss/No F-Track Level/No F-Track Level/10.75,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets),11.3
"NZDCAD=X, Long, 2024-09-29 (Price: 0.8531)",2026-03-08 (Price: 0.8003),"-6.19%, 1.5 year","75.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2024-09-27",Already confirmed,"2026-03-16 (Price: 0.8007), 6.14% below",1.5 year,"0, 2020-12-06 (Price: 0.916)",2024-09-22 (Price: 0.8458),2024-09-27 (Price: 0.8531),540/535/533 days,5.33% below/6.14% below/6.14% below,2020-12-06 (Price: 0.916)/2024-09-29 (Price: 0.8409),3.66%/1.11%/2.31%,"5.56%, 13.76%",6.8 months/28 days/3.3 months,2025-07-21/2024-11-08/2025-02-19,-1.88%,0.44%,-2.32%,-0.06,-0.48,0.8588/0.8728/0.89/0.9157/1.0924/1.3117/No EMA 200 Target,0.81/0.7543/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/0.83,89.54%/153/4.7 months (Across ALL Assets),76.4%/267/3.7 months (Across ALL Assets),0.8458
"NZDCAD=X, Long, 2024-09-22 (Price: 0.8458)",2026-03-08 (Price: 0.8003),"-5.38%, 1.5 year","75.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2024-09-20",Already confirmed,"2026-03-16 (Price: 0.8007), 5.33% below",1.5 year,"8, 2020-12-06 (Price: 0.916)",2024-09-22 (Price: 0.8458),2024-09-17 (Price: 0.8417),540/545/540 days,5.33% below/4.87% below/5.33% below,2020-12-06 (Price: 0.916)/2024-09-22 (Price: 0.8354),3.66%/1.11%/2.31%,"5.56%, 13.76%",6.8 months/28 days/3.3 months,2025-07-14/2024-11-01/2025-02-12,-1.88%,0.44%,-2.32%,-0.06,-0.48,0.8515/0.8653/0.89/0.9059/1.0924/1.3117/No EMA 200 Target,0.81/0.7543/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/0.83,89.54%/153/4.7 months (Across ALL Assets),76.4%/267/3.7 months (Across ALL Assets),0.8368
"UPS, Long, 2024-07-21 (Price: 145.18)",2026-03-15 (Price: 97.21),"-33.04%, 1.7 year","88.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2024-07-19",Already confirmed,"2026-03-16 (Price: 97.4), 32.91% below",1.7 year,"6, 2023-04-23 (Price: 197.8)",2024-07-14 (Price: 142.35),2024-07-21 (Price: 145.18),610/603/603 days,31.58% below/32.91% below/32.91% below,2023-04-23 (Price: 197.8)/2024-07-21 (Price: 136.0134),31.22%/1.77%/9.21%,"12.29%, 27.26%",9.8 months/28 days/4.9 months,2025-09-19/2024-08-30/2025-02-18,6.49%,1.99%,4.5%,0.53,0.06,No Target/158.5511/176.75/221.2667/228.7501/262.6495/148.1,135.65/124.47/112.825/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.54%/153/4.7 months (Across ALL Assets),76.4%/267/3.7 months (Across ALL Assets),143.01
"NZDCAD=X, Long, 2024-06-16 (Price: 0.8466)",2026-03-08 (Price: 0.8003),"-5.47%, 1.8 year","75.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2024-06-14",Already confirmed,"2026-03-16 (Price: 0.8007), 5.42% below",1.8 year,"8, 2020-12-06 (Price: 0.916)",2024-06-16 (Price: 0.8466),2024-06-13 (Price: 0.8483),638/641/638 days,5.42% below/5.61% below/5.42% below,2020-12-06 (Price: 0.916)/2024-06-16 (Price: 0.8422),3.66%/1.11%/2.31%,"5.56%, 13.76%",6.8 months/28 days/3.3 months,2025-04-07/2024-07-26/2024-11-06,-1.88%,0.44%,-2.32%,-0.06,-0.48,0.8523/0.8662/0.89/0.9059/1.0924/1.3117/No EMA 200 Target,0.81/0.7543/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/0.82,89.54%/153/4.7 months (Across ALL Assets),76.4%/267/3.7 months (Across ALL Assets),0.84
"PPH, Long, 2024-03-31 (Price: 90.7)",2026-02-28 (Price: 111.7),"23.15%, 1.9 year","85.71%, Past 20 years, 21","Monthly, is CONFIRMED on 2024-03-31",Already confirmed,"2026-03-16 (Price: 105.23), 16.02% above",2 years,"0, 2022-04-30 (Price: 84.27)",2024-01-31 (Price: 85.3),2024-03-28 (Price: 90.7),775/718/715 days,23.36% above/16.02% above/16.02% above,2022-04-30 (Price: 84.27)/2024-03-31 (Price: 82.9475),20.62%/2.34%/10.59%,"3.25%, 39.01%",4.4 years/5 months/1.4 year,2030-07-12/2024-11-03/2026-03-29,2.32%,2.1%,0.22%,1.05,-0.03,100.7224/100.3051/94.56/No Horizontal Resistance/96.895/110.4008/No EMA 200 Target,75.31/54.71/87.7591/80.4653/No F-Track Level/No F-Track Level/81.89,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets),89.33
"AMD, Long, 2024-02-29 (Price: 192.53)",2026-02-28 (Price: 200.21),"3.99%, 2 years","87.5%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-02-29",Already confirmed,"2026-03-16 (Price: 196.58), 2.1% above",2.1 years,"2, 2021-11-30 (Price: 164.46)",2023-12-31 (Price: 147.41),2024-02-22 (Price: 181.86),806/753/746 days,33.36% above/8.09% above/2.1% above,2021-11-30 (Price: 164.46)/2024-02-29 (Price: 119.5121),190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,2027-09-24/2024-10-07/2025-06-12,20.96%,6.33%,14.63%,1.29,0.43,369.1378/388.41/209.37/No Horizontal Resistance/No Target/No Target/No EMA 200 Target,60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level/124.45,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets),169.27
"XLV, Long, 2024-02-29 (Price: 144.82)",2026-03-16 (Price: 151.01),"4.27%, 2.1 years","85.71%, Past 20 years, 21","Monthly, is CONFIRMED on 2024-02-29",Already confirmed,"2026-03-16 (Price: 151.01), 4.27% above",2.1 years,"0, 2021-12-31 (Price: 141.98)",2023-12-31 (Price: 136.38),2024-02-01 (Price: 142.2),806/774/746 days,10.73% above/6.2% above/4.27% above,2021-12-31 (Price: 141.98)/2024-02-29 (Price: 134.96),17.42%/2.58%/8.44%,"5.59%, 36.99%",2.7 years/5.1 months/11.3 months,2028-01-06/2024-10-07/2025-07-04,3.88%,4.86%,-0.98%,0.77,0.25,157.8248/157.0428/146.52/No Horizontal Resistance/153.114/174.1807/No EMA 200 Target,124.54/86.68/117.2225/81.225/No F-Track Level/No F-Track Level/133.48,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets),140.55
"AMD, Long, 2024-01-31 (Price: 167.69)",2026-02-28 (Price: 200.21),"19.39%, 2.1 years","87.5%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2026-03-16 (Price: 196.58), 17.23% above",2.2 years,"2, 2021-11-30 (Price: 164.46)",2023-12-31 (Price: 147.41),2024-01-08 (Price: 146.18),806/798/775 days,33.36% above/34.48% above/17.23% above,2021-11-30 (Price: 164.46)/2024-01-31 (Price: 121.1768),190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,2027-08-26/2024-09-08/2025-05-14,20.96%,6.33%,14.63%,1.29,0.43,321.512/338.2978/169.63/No Horizontal Resistance/170.075/187.3421/No EMA 200 Target,60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level/116.01,91.46%/82/11.7 months (Across ALL Assets),65.62%/128/9.5 months (Across ALL Assets),144.28
"UPS, Long, 2023-07-23 (Price: 187.3)",2026-03-15 (Price: 97.21),"-48.1%, 2.7 years","88.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2023-07-21",Already confirmed,"2026-03-16 (Price: 97.4), 48.0% below",2.7 years,"0, 2021-10-31 (Price: 220.24)",2023-07-23 (Price: 187.3),2023-07-21 (Price: 187.3),967/969/967 days,48.0% below/48.0% below/48.0% below,2021-10-31 (Price: 220.24)/2023-07-23 (Price: 184.0627),31.22%/1.77%/9.21%,"12.29%, 27.26%",9.8 months/28 days/4.9 months,2024-09-20/2023-09-01/2024-02-20,6.49%,1.99%,4.5%,0.53,0.06,No Target/204.5503/207.06/221.2667/228.7501/344.6751/No EMA 200 Target,168.5/91.27/157.105/112.825/No F-Track Level/No F-Track Level/178.49,89.54%/153/4.7 months (Across ALL Assets),76.4%/267/3.7 months (Across ALL Assets),184.48
"INFY, Short, 2026-02-12 (Price: 14.21)",2026-03-16 (Price: 13.26),"6.69%, 1.1 month","92.86%, Past 4 years, 14","Daily, is CONFIRMED on 2026-02-12",Already confirmed,"2026-03-16 (Price: 13.26), 6.69% below",1.1 month,"0, 2024-04-18 (Price: 16.04)",2026-02-11 (Price: 15.76),2026-02-12 (Price: 14.21),33/32/32 days,15.86% below/6.69% below/6.69% below,2024-04-18 (Price: 16.04)/2026-02-12 (Price: 15.82),7.9%/2.37%/3.92%,"7.65%, 9.24%",1.4 month/7 days/18 days,2026-04-13/2026-02-22/2026-03-10,0.04%,4.02%,-3.98%,0.78,0.26,No Target/13.653/13.11/No Horizontal Support/13.0115/No Target/No EMA 200 Target,19.35/23.796/31.8515/41.1179/No F-Track Level/No F-Track Level/17.52,80.0%/5/14 days (Across ALL Assets),55.56%/18/18 days (Across ALL Assets),15.24
